Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-04-17 10:45:00+05:30,56159.1015625,56187.5,56140.19921875,56159.69921875,0,0.0,0.0
2026-04-17 11:00:00+05:30,56159.6015625,56202.19921875,56106.3984375,56165.8984375,0,0.0,0.0
2026-04-17 11:15:00+05:30,56167.80078125,56224.94921875,56165.6015625,56209.1484375,0,0.0,0.0
2026-04-17 11:30:00+05:30,56210.3515625,56319.8984375,56206.44921875,56294.55078125,0,0.0,0.0
2026-04-17 11:45:00+05:30,56294.05078125,56373.8515625,56250.19921875,56250.25,0,0.0,0.0
2026-04-17 12:00:00+05:30,56251.6015625,56318.05078125,56201.1484375,56311.30078125,0,0.0,0.0
2026-04-17 12:15:00+05:30,56313.1484375,56386.1484375,56308.94921875,56368.55078125,0,0.0,0.0
2026-04-17 12:30:00+05:30,56370.3515625,56373.30078125,56312.3515625,56353.8984375,0,0.0,0.0
2026-04-17 12:45:00+05:30,56352.30078125,56375.19921875,56313.1484375,56342.19921875,0,0.0,0.0
2026-04-17 13:00:00+05:30,56342.25,56392.80078125,56322.3515625,56376.30078125,0,0.0,0.0
2026-04-17 13:15:00+05:30,56376.30078125,56391.75,56328.75,56388.8984375,0,0.0,0.0
2026-04-17 13:30:00+05:30,56388.05078125,56468.8984375,56388.05078125,56437.69921875,0,0.0,0.0
2026-04-17 13:45:00+05:30,56436.0,56460.1015625,56393.44921875,56401.8515625,0,0.0,0.0
2026-04-17 14:00:00+05:30,56402.44921875,56451.6484375,56395.19921875,56422.5,0,0.0,0.0
2026-04-17 14:15:00+05:30,56419.1484375,56491.55078125,56413.44921875,56456.3984375,0,0.0,0.0
2026-04-17 14:30:00+05:30,56453.55078125,56585.80078125,56447.0,56575.3515625,0,0.0,0.0
2026-04-17 14:45:00+05:30,56572.80078125,56627.94921875,56539.8984375,56549.30078125,0,0.0,0.0
2026-04-17 15:00:00+05:30,56554.3984375,56609.25,56495.30078125,56570.30078125,0,0.0,0.0
2026-04-17 15:15:00+05:30,56569.3984375,56625.6015625,56541.55078125,56625.6015625,0,0.0,0.0
2026-04-20 15:00:00+05:30,56633.55078125,56655.8984375,56617.1015625,56625.1484375,0,0.0,0.0
2026-04-20 15:15:00+05:30,56625.05078125,56625.05078125,56491.8984375,56551.30078125,0,0.0,0.0
